id;code;composer;country;first_name;middle_name;last_name
28139;CEN0000000000FF0;freekind.;EN;freekind.;;
28140;CEN0000000000AA0;aksel arvid;EN;aksel;;arvid
28141;CKR0000000000DD0;ditch david;KR;ditch;;david
28142;CKR0000000000DD0;divahh;KR;divahh;;
28143;CEN0000000000EE0;ecy;EN;ecy;;
28144;CEN0000000000LJ0;johan lenox;EN;johan;;lenox
28145;CEN0000000000KK0;kamille;EN;kamille;;
28146;CEN0000000000SS0;sagun;EN;sagun;;
28147;CEN0000000000AA0;alexmaax;EN;alexmaax;;
28148;CEN0000000000AA0;apl.de.ap;EN;apl.de.ap;;
28149;CKR0000000000AA0;arcon;KR;arcon;;
28150;CKR0000000000WA0;aron wyme;KR;aron;;wyme
28151;CEN0000000000AA0;ayokay;EN;ayokay;;
28152;CKR0000000000BB0;baard;KR;baard;;
28153;CKR0000000000BB0;basecamp;KR;basecamp;;
28154;CKR0000000000BB0;Bay;KR;Bay;;
28155;CEN0000000000BB0;bbnoS;EN;bbnoS;;
28156;CEN0000000000BB0;Beabadoobee;EN;Beabadoobee;;
28157;CKR0000000000WB0;bj wnjn;KR;bj;;wnjn
28158;CEN0000000000BB0;blackbear;EN;blackbear;;
28159;CEN0000000000BB0;bludnymph;EN;bludnymph;;
28160;CEN0000000000BB0;bulow;EN;bulow;;
28161;CEN0000000000BB0;busbee;EN;busbee;;
28162;CKR0000000000CC0;chaeryn;KR;chaeryn;;
28163;CKR0000000000CC0;chAN's;KR;chAN's;;
28164;CEN0000000000CC0;charlieonnafriday;EN;charlieonnafriday;;
28165;CEN0000000000CC0;chiyoonhae;EN;chiyoonhae;;
28166;CEN0000000000MC0;chris made;EN;chris;;made
28167;CEN0000000000CC0;collapsedone;EN;collapsedone;;
28168;CEN0000000000DDG;d.a. got that dope;EN;d.a.;got that;dope
28169;CEN0000000000DD0;d4vd;EN;d4vd;;
28170;CKR0000000000DD0;dainasaurs;KR;dainasaurs;;
28171;CKR0000000000DD0;damnboy!;KR;damnboy!;;
28172;CKR0000000000DD0;deulrejang;KR;deulrejang;;
28173;CEN0000000000DD0;dhruv;EN;dhruv;;
28174;CEN0000000000DD0;Dijon;EN;Dijon;;
28175;CKR0000000000DD0;dress;KR;dress;;
28176;CKR0000000000DD0;dwilly;KR;dwilly;;
28177;CKR0000000000EE0;e.one;KR;e.one;;
28178;CEN0000000000EE0;earattack;EN;earattack;;
28179;CKR0000000000GG0;gimjonny;KR;gimjonny;;
28180;CEN0000000000GG0;glaive;EN;glaive;;
28181;CEN0000000000GG0;gnash;EN;gnash;;
28182;CKR0000000000GG0;gxxdkelvin;KR;gxxdkelvin;;
28183;CKR0000000000HH0;h3hyeon;KR;h3hyeon;;
28184;CKR0000000000HH0;hongsamman;KR;hongsamman;;
28185;CKR0000000000II0;iHwak;KR;iHwak;;
28186;CEN0000000000II0;iLoveMakonnen;EN;iLoveMakonnen;;
28187;CEN0000000000II0;inverness;EN;inverness;;
28188;CKR0000000000JJ0;jaguaa;KR;jaguaa;;
28189;CEN0000000000JJ0;jayover;EN;jayover;;
28190;CEN0000000000JJ0;Jesse;EN;Jesse;;
28191;CEN0000000000JJS;jesse saint john;EN;jesse;saint;john
28192;CEN0000000000JJ0;j-hope;EN;j-hope;;
28193;CKR0000000000EJ0;john eun;KR;john;;eun
28194;CEN0000000000KK0;kasper;EN;kasper;;
28195;CEN0000000000KK0;keshi;EN;keshi;;
28196;CEN0000000000AL0;lil aaron;EN;lil;;aaron
28197;CEN0000000000LL0;lim0;EN;lim0;;
28198;CEN0000000000MM0;marinelli;EN;marinelli;;
28199;CKR0000000000BH0;"Hitman"" Bang";KR;"Hitman""";;Bang
28200;CKR0000000000MM0;Mia;KR;Mia;;
28201;CKR0000000000MM0;millic;KR;millic;;
28202;CKR0000000000MM0;minGtion;KR;minGtion;;
28203;CKR0000000000MM0;monotostereo;KR;monotostereo;;
28204;CEN0000000000MM0;Mura Masa;EN;Mura;;Masa
28205;CEN0000000000SMB;my boy steve;EN;my;boy;steve
28206;CEN0000000000NN0;nafla;EN;nafla;;
28207;CJP0000000000NN0;n-buna;JP;n-buna;;
28208;CKR0000000000NN0;no2zcat;KR;no2zcat;;
28209;CKR0000000000NN0;noll;KR;noll;;
28210;CKR0000000000PP0;pdly;KR;pdly;;
28211;CKR0000000000PP0;piri;KR;piri;;
28212;CKR0000000000PP0;Polar;KR;Polar;;
28213;CEN0000000000PP0;prodbyoshi;EN;prodbyoshi;;
28214;CKR0000000000RR0;ransle;KR;ransle;;
28215;CKR0000000000RR0;ron;KR;ron;;
28216;CKR0000000000SS0;se.on;KR;se.on;;
28217;CEN0000000000WS0;Shawn Wasabi;EN;Shawn;;Wasabi
28218;CEN0000000000SS0;slimdan;EN;slimdan;;
28219;CKR0000000000SS0;sokodomo;KR;sokodomo;;
28220;CEN0000000000SS0;sonni;EN;sonni;;
28221;CKR0000000000SS0;sunfl0wer;KR;sunfl0wer;;
28222;CKR0000000000SS0;sunwoojunga;KR;sunwoojunga;;
28223;CKR0000000000TT0;th!nk;KR;th!nk;;
28224;CEN0000000000TT0;tizhimself;EN;tizhimself;;
28225;CKR0000000000TT0;twlv;KR;twlv;;
28226;CKR0000000000VV0;view;KR;view;;
28227;CKR0000000000TV0;von tiger;KR;von;;tiger
28228;CEN0000000000WW0;watt;EN;watt;;
28229;CKR0000000000WW0;will.b;KR;will.b;;
28230;CEN0000000000WW0;will.i.am;EN;will.i.am;;
28231;CEN0000000000XX0;xSDTRK;EN;xSDTRK;;
28232;CKR0000000000WY0;yellow willow;KR;yellow;;willow
28233;CEN0000000000FF0;фрози;EN;Froz;;
28234;CEN0000000000BDT;"Downtown"" Trevor Brown";EN;"Downtown""";Trevor;Brown
28235;CEN0000000000DT0;"Taz"" DiGregorio";EN;"Taz""";;DiGregorio
28236;CID0000000000MA0; Arnol Manopo;ID;Arnol;;Manopo
28237;CID0000000000BA0; Arsyad Basyir;ID;Arsyad;;Basyir
28238;CKR0000000000EJY; Jang Ye Eun;KR;Jang;Ye;Eun
28239;CKR0000000000000;;KR;;;
28240;CKR0000000000EYJ;(Yu Ji Eun;KR;(Yu;Ji;Eun
28241;CID0000000000EE0;edoabraham;ID;edoabraham;;
28242;CID0000000000SAA;A. A. Raka Sidan;ID;A.;A. Raka;Sidan
28243;CEN0000000000S00;070 Shake;EN;070;;Shake
28244;CKR0000000000000;0wol;KR;0wol;;
28245;CKR0000000000110;10cm;KR;10cm;;
28246;CKR0000000000110;1105;KR;1105;;
28247;CKR0000000000110;122;KR;122;;
28248;CKR0000000000110;12h51m;KR;12h51m;;
28249;CKR0000000000110;12h51m;KR;12h51m;;
28250;CEN0000000000N1O;1500 or Nothin';EN;1500;or;Nothin'
28251;CKR0000000000110;153;KR;153;;
28252;CCN0000000000110;1601;CN;1601;;
28253;CKR0000000000110;1Take;KR;1Take;;
28254;CKR00000000008J0;1월8일;KR;January;;8th
28255;CEN0000000000C20;2 Chainz;EN;2;;Chainz
28256;CCN0000000000220;2000;CN;2000;;
28257;CEN0000000000S20;21 Savage;EN;21;;Savage
28258;CEN0000000000220;24;EN;24;;
28259;CEN0000000000220;24kGoldn;EN;24kGoldn;;
28260;CKR0000000000220;250;KR;250;;
28261;CEN0000000000220;2Much;EN;2Much;;
28262;CID0000000000C30;3 Composer;ID;3;;Composer
28263;CKR0000000000330;3!;KR;3!;;
28264;CEN0000000000R30;30 Roc;EN;30;;Roc
28265;CEN0000000000330;347aidan;EN;347aidan;;
28266;CJP0000000000330;3RACHA;JP;3RACHA;;
28267;CEN0000000000330;3robi;EN;3robi;;
28268;CEN0000000000440;40;EN;40;;
28269;CEN0000000000440;44phantom;EN;44phantom;;
28270;CKR000000000014S;4계절 (153;KR;4;season;(153
28271;CEN0000000000C50;50 Cent;EN;50;;Cent
28272;CID0000000000550;5Romeo;ID;5Romeo;;
28273;CCN0000000000H60;6 Hao;CN;6;;Hao
28274;CEN0000000000660;6ix;EN;6ix;;
28275;CEN0000000000660;6ix9ine;EN;6ix9ine;;
28276;CEN0000000000660;6LACK;EN;6LACK;;
28277;CID0000000000F7S;7 Simon Fredick;ID;7;Simon;Fredick
28278;CKR0000000000770;72;KR;72;;
28279;CKR0000000000770;72;KR;72;;
28280;CCN0000000000L80;8  Liang;CN;8;;Liang
28281;CKR0000000000880;82oom;KR;82oom;;
28282;CKR0000000000880;88247;KR;88247;;
28283;CEN0000000000880;88-Keys;EN;88-Keys;;
28284;CEN0000000000880;8AE;EN;8AE;;
28285;CKR0000000000880;8circle;KR;8circle;;
28286;CCN0000000000880;8lak;CN;8lak;;
28287;CKR0000000000990;9;KR;9;;
28288;CEN0000000000P90;99 Percent;EN;99;;Percent
28289;CKR0000000000990;9999;KR;9999;;
28290;CKR0000000000990;9am;KR;9am;;
28291;CKR0000000000990;9-Jun-09;KR;9-Jun-09;;
28292;CEN0000000000HAB;A Boogie Wit da Hoodie;EN;A;Boogie Wit da;Hoodie
28293;CCN0000000000CA0;A Chao;CN;A;;Chao
28294;CCN0000000000DA0;A Da;CN;A;;Da
28295;CCN0000000000DA0;A Dan;CN;A;;Dan
28296;CCN0000000000DA0;A Dang;CN;A;;Dang
28297;CCN0000000000ZAD;A Di Zai;CN;A;Di;Zai
28298;CCN0000000000DA0;A Dizai;CN;A;;Dizai
28299;CCN0000000000FA0;A Fu;CN;A;;Fu
28300;CEN0000000000GA0;A Gordon;EN;A;;Gordon
28301;CCN0000000000GA0;A Guai;CN;A;;Guai
28302;CCN0000000000GA0;A Guan;CN;A;;Guan
28303;CEN0000000000HA0;A Hamilton;EN;A;;Hamilton
28304;CCN0000000000HA0;A Huo;CN;A;;Huo
28305;CCN0000000000KA0;A Kui;CN;A;;Kui
28306;CCN0000000000LA0;A Le;CN;A;;Le
28307;CCN0000000000LA0;A Lun;CN;A;;Lun
28308;CCN0000000000DAM;A Man Da;CN;A;Man;Da
28309;CCN0000000000PA0;A Pu;CN;A;;Pu
28310;CCN0000000000QA0;A Qin;CN;A;;Qin
28311;CCN0000000000QA0;A Qin;CN;A;;Qin
28312;CCN0000000000HAR;A Ru Han;CN;A;Ru;Han
28313;CEN0000000000SA0;A Strut;EN;A;;Strut
28314;CCN0000000000XA0;A Xin;CN;A;;Xin
28315;CEN0000000000FA0;A$AP Ferg;EN;A$AP;;Ferg
28316;CEN0000000000RA0;A$AP Rocky;EN;A$AP;;Rocky
28317;CID0000000000EA0;Abraham Edo;ID;Abraham;;Edo
28318;CID0000000000MAA;A. Akul Massinae;ID;A.;Akul;Massinae
28319;CID0000000000RAA;A. Amri Rivai;ID;A.;Amri;Rivai
28320;CEN0000000000AA0;A. Anderson;EN;A.;;Anderson
28321;CEN0000000000AA0;A. Armato;EN;A.;;Armato
28322;CEN0000000000BA0;A. Bailey;EN;A.;;Bailey
28323;CEN0000000000BA0;A. Baker;EN;A.;;Baker
28324;CEN0000000000BA0;A. Bambaataa;EN;A.;;Bambaataa
28325;CID0000000000BA0;A. Baqi;ID;A.;;Baqi
28326;CEN0000000000BA0;A. Barker;EN;A.;;Barker
28327;CEN0000000000BA0;A. Beluzzi;EN;A.;;Beluzzi
28328;CEN0000000000BA0;A. Bernard;EN;A.;;Bernard
28329;CEN0000000000BA0;A. Bertoni;EN;A.;;Bertoni
28330;CEN0000000000BA0;A. Bjorklund;EN;A.;;Bjorklund
28331;CEN0000000000BA0;A. Blackstone;EN;A.;;Blackstone
28332;CEN0000000000BA0;A. Brisebois;EN;A.;;Brisebois
28333;CEN0000000000BA0;A. Brown;EN;A.;;Brown
28334;CEN0000000000BA0;A. Burrise;EN;A.;;Burrise
28335;CEN0000000000CA0;A. Campbell;EN;A.;;Campbell
28336;CID0000000000CA0;A. Chalik;ID;A.;;Chalik
28337;CEN0000000000CA0;A. Christensen;EN;A.;;Christensen
28338;CEN0000000000CA0;A. Christian;EN;A.;;Christian
28339;CEN0000000000CA0;A. Collins;EN;A.;;Collins
28340;CEN0000000000CA0;A. Corder;EN;A.;;Corder
28341;CEN0000000000CA0;A. Cordes;EN;A.;;Cordes
28342;CEN0000000000CA0;A. Crawford;EN;A.;;Crawford
28343;CEN0000000000CA0;A. Cremers;EN;A.;;Cremers
28344;CEN0000000000CA0;A. Crouch;EN;A.;;Crouch
28345;CEN0000000000DA0;A. Davis;EN;A.;;Davis
28346;CEN0000000000DA0;A. Dodd;EN;A.;;Dodd
28347;CEN0000000000DA0;A. Dubin;EN;A.;;Dubin
28348;CEN0000000000DA0;A. Dunbar;EN;A.;;Dunbar
28349;CID0000000000WAE;A. E. Wiranata;ID;A.;E.;Wiranata
28350;CID0000000000EA0;A. Effendy;ID;A.;;Effendy
28351;CEN0000000000EA0;A. Ellis;EN;A.;;Ellis
28352;CEN0000000000EA0;A. Ertegun;EN;A.;;Ertegun
28353;CID0000000000AAF;A. Fad Aq;ID;A.;Fad;Aq
28354;CID0000000000FA0;A. Fauzan;ID;A.;;Fauzan
28355;CEN0000000000FA0;A. Frampton;EN;A.;;Frampton
28356;CEN0000000000FA0;A. Frehley;EN;A.;;Frehley
28357;CEN0000000000CAG;A. G. Cook;EN;A.;G.;Cook
28358;CEN0000000000GA0;A. Ghost;EN;A.;;Ghost
28359;CEN0000000000GA0;A. Gold;EN;A.;;Gold
28360;CEN0000000000GA0;A. Gordon;EN;A.;;Gordon
28361;CEN0000000000GA0;A. Grant;EN;A.;;Grant
28362;CEN0000000000GA0;A. Green;EN;A.;;Green
28363;CEN0000000000GA0;A. Greenwood;EN;A.;;Greenwood
28364;CEN0000000000GA0;A. Greggs;EN;A.;;Greggs
28365;CEN0000000000GA0;A. Griffiths;EN;A.;;Griffiths
28366;CEN0000000000GA0;A. Gutierrez;EN;A.;;Gutierrez
28367;CID0000000000SAH;A. H. Sanusi;ID;A.;H.;Sanusi
28368;CEN0000000000HA0;A. Hague;EN;A.;;Hague
28369;CID0000000000HA0;A. Hamid;ID;A.;;Hamid
28370;CEN0000000000HA0;A. Hammond;EN;A.;;Hammond
28371;CEN0000000000HA0;A. Harr;EN;A.;;Harr
28372;CID0000000000NAH;A. Hikmat N.;ID;A.;Hikmat;N.
28373;CEN0000000000HA0;A. Hoes;EN;A.;;Hoes
28374;CEN0000000000HA0;A. Hoffman;EN;A.;;Hoffman
28375;CEN0000000000HA0;A. Hogan;EN;A.;;Hogan
28376;CEN0000000000HA0;A. Holten;EN;A.;;Holten
28377;CEN0000000000HA0;A. Horwitt;EN;A.;;Horwitt
28378;CEN0000000000HA0;A. Hunte;EN;A.;;Hunte
28379;CID0000000000HA0;A. Hutman;ID;A.;;Hutman
28380;CEN0000000000IA0;A. Ingram;EN;A.;;Ingram
28381;CEN0000000000IA0;A. Instone;EN;A.;;Instone
28382;CEN0000000000IA0;A. Isbell;EN;A.;;Isbell
28383;CEN0000000000JA0;A. Jackson;EN;A.;;Jackson
28384;CEN0000000000JA0;A. Jacobs;EN;A.;;Jacobs
28385;CEN0000000000JA0;A. Jakson;EN;A.;;Jakson
28386;CEN0000000000JA0;A. James;EN;A.;;James
28387;CID0000000000JA0;A. Jenal;ID;A.;;Jenal
28388;CKR0000000000JA0;A. Jinyoung;KR;A.;;Jinyoung
28389;CEN0000000000JA0;A. Johnston;EN;A.;;Johnston
28390;CEN0000000000JA0;A. Jones;EN;A.;;Jones
28391;CEN0000000000JA0;A. Joslyn;EN;A.;;Joslyn
28392;CEN0000000000JA0;A. Joyner;EN;A.;;Joyner
28393;CID0000000000KA0;A. Kadir;ID;A.;;Kadir
28394;CID0000000000QAK;A. Kanji Qurtubi;ID;A.;Kanji;Qurtubi
28395;CID0000000000QAK;A. Kanji Qurtuby;ID;A.;Kanji;Qurtuby
28396;CEN0000000000KA0;A. Kash;EN;A.;;Kash
28397;CEN0000000000KA0;A. Kelly;EN;A.;;Kelly
28398;CEN0000000000KA0;A. Kiedis;EN;A.;;Kiedis
28399;CEN0000000000LA0;A. Lancellotti;EN;A.;;Lancellotti
28400;CID0000000000LA0;A. Larso;ID;A.;;Larso
28401;CID0000000000LA0;A. Latief;ID;A.;;Latief
28402;CEN0000000000LA0;A. Lee;EN;A.;;Lee
28403;CEN0000000000LA0;A. Lennox;EN;A.;;Lennox
28404;CEN0000000000LA0;A. Lerner;EN;A.;;Lerner
28405;CEN0000000000LA0;A. Levine;EN;A.;;Levine
28406;CID0000000000LA0;A. Lewa;ID;A.;;Lewa
28407;CEN0000000000LA0;A. Lewis;EN;A.;;Lewis
28408;CEN0000000000LA0;A. Lyons;EN;A.;;Lyons
28409;CID0000000000HAM;A. M. Hendropriyono;ID;A.;M.;Hendropriyono
28410;CID0000000000BAM;A. Malik BZ;ID;A.;Malik;BZ
28411;CID0000000000SAM;A. Mamat S.;ID;A.;Mamat;S.
28412;CEN0000000000MA0;A. Martin;EN;A.;;Martin
28413;CEN0000000000MA0;A. Masters;EN;A.;;Masters
28414;CEN0000000000MA0;A. Mathis;EN;A.;;Mathis
28415;CEN0000000000MA0;A. Mayo;EN;A.;;Mayo
28416;CEN0000000000MA0;A. McLean;EN;A.;;McLean
28417;CEN0000000000MA0;A. Merrill;EN;A.;;Merrill
28418;CEN0000000000MA0;A. Merritt;EN;A.;;Merritt
28419;CID0000000000MA0;A. Minos;ID;A.;;Minos
28420;CEN0000000000MA0;A. Morris;EN;A.;;Morris
28421;CEN0000000000MA0;A. Mtawarira;EN;A.;;Mtawarira
28422;CEN0000000000MA0;A. Muhammad;EN;A.;;Muhammad
28423;CEN0000000000NA0;A. Newbury;EN;A.;;Newbury
28424;CEN0000000000NA0;A. Noa;EN;A.;;Noa
28425;CEN0000000000NA0;A. Norbert;EN;A.;;Norbert
28426;CEN0000000000OA0;A. Oldham;EN;A.;;Oldham
28427;CID0000000000AAP;A. Pad Aq;ID;A.;Pad;Aq
28428;CID0000000000PA0;A. Pan;ID;A.;;Pan
28429;CEN0000000000PA0;A. Parsons;EN;A.;;Parsons
28430;CEN0000000000PA0;A. Patton;EN;A.;;Patton
28431;CEN0000000000PA0;A. Phillips;EN;A.;;Phillips
28432;CEN0000000000PA0;A. Pignagnoli;EN;A.;;Pignagnoli
28433;CEN0000000000PA0;A. Platt;EN;A.;;Platt
28434;CEN0000000000PA0;A. Poteschir;EN;A.;;Poteschir
28435;CEN0000000000PA0;A. Powell;EN;A.;;Powell
28436;CEN0000000000PA0;A. Preach;EN;A.;;Preach
28437;CEN0000000000PA0;A. Preven;EN;A.;;Preven
28438;CID0000000000PA0;A. Priyono;ID;A.;;Priyono
28439;CID0000000000RA0;A. Rafiq;ID;A.;;Rafiq
28440;CID0000000000RA0;A. Rahim;ID;A.;;Rahim
28441;CID0000000000RA0;A. Rahmat;ID;A.;;Rahmat
28442;CID0000000000RA0;A. Ramlie;ID;A.;;Ramlie
28443;CID0000000000RA0;A. Rasyid;ID;A.;;Rasyid
28444;CEN0000000000RA0;A. Resnick;EN;A.;;Resnick
28445;CID0000000000RA0;A. Riyanto;ID;A.;;Riyanto
28446;CID0000000000RA0;A. Rokhim;ID;A.;;Rokhim
28447;CEN0000000000RA0;A. Romero;EN;A.;;Romero
28448;CID0000000000SA0;A. Sakad;ID;A.;;Sakad
28449;CID0000000000SA0;A. Samsuri;ID;A.;;Samsuri
28450;CEN0000000000SA0;A. Santiago;EN;A.;;Santiago
28451;CEN0000000000SA0;A. Saphiro;EN;A.;;Saphiro
28452;CEN0000000000SA0;A. Schlesinger;EN;A.;;Schlesinger
28453;CID0000000000SA0;A. Sebastio;ID;A.;;Sebastio
28454;CEN0000000000SA0;A. Silver;EN;A.;;Silver
28455;CID0000000000SA0;A. Simanjuntak;ID;A.;;Simanjuntak
28456;CEN0000000000SA0;A. Smith;EN;A.;;Smith
28457;CEN0000000000SA0;A. Sneed;EN;A.;;Sneed
28458;CEN0000000000SA0;A. Solvang;EN;A.;;Solvang
28459;CEN0000000000SA0;A. Stone;EN;A.;;Stone
28460;CEN0000000000TA0;A. Tate;EN;A.;;Tate
28461;CID0000000000AAT;A. Taufik Andryyansyah;ID;A.;Taufik;Andryyansyah
28462;CEN0000000000TA0;A. Toplady;EN;A.;;Toplady
28463;CEN0000000000TA0;A. Toussaint;EN;A.;;Toussaint
28464;CID0000000000AAV;A. Vad Aq;ID;A.;Vad;Aq
28465;CID0000000000VA0;A. Vadag;ID;A.;;Vadag
28466;CID0000000000TAW;A. W. Tampemawa;ID;A.;W.;Tampemawa
28467;CEN0000000000WA0;A. Watts;EN;A.;;Watts
28468;CEN0000000000WA0;A. Webber;EN;A.;;Webber
28469;CEN0000000000WA0;A. Willis;EN;A.;;Willis
28470;CEN0000000000WA0;A. Wright;EN;A.;;Wright
28471;CEN0000000000YA0;A. Young;EN;A.;;Young
28472;CID0000000000ZA0;A. Zakaria;ID;A.;;Zakaria
28473;CID0000000000ZA0;A. Zaman;ID;A.;;Zaman
28474;CID0000000000BAG;A.A. Gatot Brajamusti;ID;A.A.;Gatot;Brajamusti
28475;CID0000000000CAM;A.A. Made Cakra;ID;A.A.;Made;Cakra
28476;CID0000000000RA0;A.A. Rakadanu;ID;A.A.;;Rakadanu
28477;CID0000000000UA0;A.B. Utomo;ID;A.B.;;Utomo
28478;CEN0000000000JA0;A.C. Jobim;EN;A.C.;;Jobim
28479;CEN0000000000AA0;A.Carisson;EN;A.Carisson;;
28480;CEN0000000000AA0;A.E.;EN;A.E.;;
28481;CEN0000000000AA0;A.G.;EN;A.G.;;
28482;CID0000000000AA0;A.Kadir;ID;A.Kadir;;
28483;CEN0000000000GA0;A.L. Graham;EN;A.L.;;Graham
28484;CID0000000000HA0;A.M. Hendropiyono;ID;A.M.;;Hendropiyono
28485;CEN0000000000CA0;A.P. Carter;EN;A.P.;;Carter
28486;CID0000000000AA0;A.Riyanto;ID;A.Riyanto;;
28487;CEN0000000000GA0;A.S. Govere;EN;A.S.;;Govere
28488;CEN0000000000AA0;A.Shropshire;EN;A.Shropshire;;
28489;CID0000000000MA0;A.T. Mahmud;ID;A.T.;;Mahmud
28490;CID0000000000SA0;A.W. Syarbani;ID;A.W.;;Syarbani
28491;CEN0000000000AA0;A1;EN;A1;;
28492;CEN0000000000AA0;A7S;EN;A7S;;
28493;CID0000000000KA0;Aa KDI;ID;Aa;;KDI
28494;CID0000000000SAR;AA Raka Sidan;ID;AA;Raka;Sidan
28495;CID0000000000KA0;AA. Khisol;ID;AA.;;Khisol
28496;CIN0000000000SA0;Aadesh Shrivastava;IN;Aadesh;;Shrivastava
28497;CID0000000000BA0;Aam Barakatak;ID;Aam;;Barakatak
28498;CID0000000000KA0;Aam KLB;ID;Aam;;KLB
28499;CID0000000000MA0;Aam Muharam;ID;Aam;;Muharam
28500;CID0000000000BA0;Aan Barakatak;ID;Aan;;Barakatak
28501;CID0000000000MA0;Aan M.F;ID;Aan;;M.F
28502;CID0000000000MA0;Aan Mansyur;ID;Aan;;Mansyur
28503;CID0000000000MA0;Aan MF;ID;Aan;;MF
28504;CEN0000000000RA0;Aan Ronell;EN;Aan;;Ronell
28505;CID0000000000SA0;Aan Story;ID;Aan;;Story
28506;CEN0000000000BA0;Aaquil Brown;EN;Aaquil;;Brown
28507;CKR0000000000HA0;Aaro Haapanen;KR;Aaro;;Haapanen
28508;CID0000000000AA0;Aron Ashab;ID;Aron;;Ashab
28509;CEN0000000000BA0;Aaron Barker;EN;Aaron;;Barker
28510;CKR0000000000BA0;Aaron Benward;KR;Aaron;;Benward
28511;CKR0000000000BA0;Aaron Berton;KR;Aaron;;Berton
28512;CEN0000000000SAC;Aaron C. Sledge;EN;Aaron;C.;Sledge
28513;CEN0000000000CA0;Aaron Carter;EN;Aaron;;Carter
28514;CEN0000000000DA0;Aaron Dessner;EN;Aaron;;Dessner
28515;CEN0000000000FA0;Aaron Ferrucci;EN;Aaron;;Ferrucci
28516;CEN0000000000FA0;Aaron Fincke;EN;Aaron;;Fincke
28517;CEN0000000000HA0;Aaron Hall;EN;Aaron;;Hall
28518;CKR0000000000HA0;Aaron Hibell;KR;Aaron;;Hibell
28519;CEN0000000000HA0;Aaron Horn;EN;Aaron;;Horn
28520;CEN0000000000HA0;Aaron Horvath;EN;Aaron;;Horvath
28521;CEN0000000000HA0;Aaron Huffman;EN;Aaron;;Huffman
28522;CEN0000000000HA0;Aaron Hymes;EN;Aaron;;Hymes
28523;CEN0000000000JA0;Aaron Jennings;EN;Aaron;;Jennings
28524;CEN0000000000JA0;Aaron Joseph;EN;Aaron;;Joseph
28525;CEN0000000000KA0;Aaron Kamin;EN;Aaron;;Kamin
28526;CEN0000000000KA0;Aaron Kleinstub;EN;Aaron;;Kleinstub
28527;CEN0000000000LA0;Aaron Lammer;EN;Aaron;;Lammer
28528;CEN0000000000LA0;Aaron Lewis;EN;Aaron;;Lewis
28529;CEN0000000000PA0;Aaron Paris;EN;Aaron;;Paris
28530;CEN0000000000PA0;Aaron Pfenning;EN;Aaron;;Pfenning
28531;CEN0000000000RA0;Aaron Raitiere;EN;Aaron;;Raitiere
28532;CEN0000000000RA0;Aaron Rubin;EN;Aaron;;Rubin
28533;CEN0000000000SA0;Aaron Scherz;EN;Aaron;;Scherz
28534;CEN0000000000SA0;Aaron Schroeder;EN;Aaron;;Schroeder
28535;CKR0000000000WA0;Aaron Wagner;KR;Aaron;;Wagner
28536;CEN0000000000ZA0;Aaron Zeitlin;EN;Aaron;;Zeitlin
28537;CEN0000000000ZA0;Aaron Zuckerman;EN;Aaron;;Zuckerman
28538;CID0000000000AA0;Aat Arsyad;ID;Aat;;Arsyad
28539;CEN0000000000AA0;Aazar;EN;Aazar;;
28540;CID0000000000AA0;AB;ID;AB;;
28541;CID0000000000UA0;AB. Utomo;ID;AB.;;Utomo
28542;CID00000000002A0;Abad 21;ID;Abad;;21
28543;CID0000000000WA0;Abad Wonder;ID;Abad;;Wonder
28544;CID0000000000LA0;Abah Lala;ID;Abah;;Lala
28545;CID0000000000TA0;Abah Tiara;ID;Abah;;Tiara
28546;CID0000000000SAI;Abas Indra Sohilauw;ID;Abas;Indra;Sohilauw
28547;CID0000000000AA0;Abay;ID;Abay;;
28548;CCN0000000000AA0;Abba;CN;Abba;;
28549;CID0000000000AA0;Abbo 'Asbak';ID;Abbo;;'Asbak'
28550;CEN0000000000DAL;Abby Leah Dorsey;EN;Abby;Leah;Dorsey
28551;CEN0000000000MA0;Abby Mandagi;EN;Abby;;Mandagi
28552;CID0000000000MAD;Abd. Daeng Ma'Gading;ID;Abd.;Daeng;Ma'Gading
28553;CID0000000000GA0;Abd. Gafar;ID;Abd.;;Gafar
28554;CID0000000000HA0;Abd. Hamid;ID;Abd.;;Hamid
28555;CID0000000000NAH;Abd. Hamid NR.;ID;Abd.;Hamid;NR.
28556;CID0000000000MA0;Abd.Cholik MZ;ID;Abd.Cholik;;MZ
28557;CID0000000000AA0;Abdee;ID;Abdee;;
28558;CID0000000000NAN;Abdee Negara Nurdin;ID;Abdee;Negara;Nurdin
28559;CID0000000000BA0;Abdi Bagawie;ID;Abdi;;Bagawie
28560;CID0000000000NAN;Abdi Negara Nurdin;ID;Abdi;Negara;Nurdin
28561;CID0000000000LA0;Abdila Lawani;ID;Abdila;;Lawani
28562;CID0000000000AA0;Abdul;ID;Abdul;;
28563;CID0000000000AA0;Abdul Ajib;ID;Abdul;;Ajib
28564;CID0000000000CA0;Abdul Coffee;ID;Abdul;;Coffee
28565;CID0000000000TAC;Abdul Coffee Theory;ID;Abdul;Coffee;Theory
28566;CID0000000000GA0;Abdul Gani;ID;Abdul;;Gani
28567;CID0000000000HA0;Abdul Hadi;ID;Abdul;;Hadi
28568;CID0000000000WAH;Abdul Hadi WM;ID;Abdul;Hadi;WM
28569;CID0000000000IAH;Abdul Halim Irfani;ID;Abdul;Halim;Irfani
